Слов в нормальных комментах (n),Слов в не нормальных комментах (nn),Слов в резких комментах (i),Слов в не резких комментах (ni),Слов в пошлых комментах (obs),Слов в не пошлых комментах (nobs),Слов в жёстких комментах (th),Слов в не жёстких комментах (nth),Всего слов во всех комментах (w)
1621890,383012,339909,1664993,32481,1972421,86858,1918044,2004902
